id	url	folder	contentType	altText	fileSize
1503	/uploads/site-51/galeriehaus/aussen/04-herbstatmosphaere-grosser-zug.jpg	galeriehaus/aussen	image/jpeg	Herbstatmosphäre am Ufer des Großen Zugs	274901
1502	/uploads/site-51/galeriehaus/aussen/03-seehaus-bei-nacht-niederlehme.jpg	galeriehaus/aussen	image/jpeg	Beleuchtetes Seehaus bei Nacht in Niederlehme	101275
1501	/uploads/site-51/galeriehaus/aussen/02-ensemble-bei-nacht-grosser-zug.jpg	galeriehaus/aussen	image/jpeg	Ensemble aus Villa und Gästehaus bei Nacht am Großen Zug	397715
1500	/uploads/site-51/galeriehaus/aussen/01-villa-und-gaestehaus-grosser-zug-vom-wasser.jpg	galeriehaus/aussen	image/jpeg	Villa und Gästehaus am Großen Zug bei Tageslicht, Blick vom Wasser	632642
1499	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/karl-marx-strasse-009-wintergarten-blick-steg.jpg	villa-am-kruepelsee/innen-unzugeordnet	image/jpeg	Wintergarten mit Esstisch und Industrieleuchten, Blick über die Terrasse auf Steg und Krüpelsee	114031
1498	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/karl-marx-strasse-008-blick-uferwiese-steg.jpg	villa-am-kruepelsee/innen-unzugeordnet	image/jpeg	Blick aus dem Wohnbereich über die Uferwiese auf Steg und Krüpelsee	292785
1497	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/karl-marx-strasse-004-arbeitsplatz-seeblick.jpg	villa-am-kruepelsee/innen-unzugeordnet	image/jpeg	Arbeitsplatz am Panoramafenster mit Blick auf den Krüpelsee	370681
1496	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/12-kaminecke-mit-sitzbank.jpg	villa-am-kruepelsee/innen-unzugeordnet	image/jpeg	Kaminecke mit gemauerter Sitzbank neben dem gekachelten Kaminofen	364182
1495	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/11-wohnzimmer-mit-kaminofen.jpg	villa-am-kruepelsee/innen-unzugeordnet	image/jpeg	Wohnzimmer mit gekacheltem Kaminofen, Holzbalkendecke und Terrakottaboden	374166
1494	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/10-kueche-mit-wendeltreppe.jpg	villa-am-kruepelsee/innen-unzugeordnet	image/jpeg	Küche mit hölzerner Wendeltreppe, Landhausfronten und Balkendecke	341486
1493	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/09-erker-sitzbank-am-fenster.jpg	villa-am-kruepelsee/innen-unzugeordnet	image/jpeg	Gepolsterte Sitzbank im Erker mit Messingleuchte und Fensterfront zum Garten	313697
1492	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/08-esszimmer-im-erker.jpg	villa-am-kruepelsee/innen-unzugeordnet	image/jpeg	Esszimmer im Erker mit Eichentisch, Treibholz-Raumteiler und Wendeltreppe	360104
1491	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/07-essbereich-mit-backsteinbogen.jpg	villa-am-kruepelsee/innen-unzugeordnet	image/jpeg	Essbereich mit Backsteinbogen zur Küche und Industrieleuchten	429669
1490	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/06-wintergarten-mit-esstisch.jpg	villa-am-kruepelsee/innen-unzugeordnet	image/jpeg	Wintergarten mit massivem Esstisch und Lederstühlen, Blick auf Uferwiese und Steg	355028
1489	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/05-wohnzimmer-panoramafenster-zum-see.jpg	villa-am-kruepelsee/innen-unzugeordnet	image/jpeg	Wohnzimmer mit bodentiefem Panoramafenster zum Krüpelsee	299057
1488	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/04-wohnbereich-mit-seeblick.jpg	villa-am-kruepelsee/innen-unzugeordnet	image/jpeg	Wohn- und Essbereich mit Fensterfront zum Krüpelsee, langer Holztisch und Backsteinpfeiler	311625
1487	/uploads/site-51/region/kruepelsee/kruepelsee-senzig-21-sonnenuntergang-steg-silhouette.jpg	region/kruepelsee	image/jpeg	Sonnenuntergang über dem Krüpelsee mit Steg-Silhouette bei Senzig	419216
1486	/uploads/site-51/region/kruepelsee/kruepelsee-senzig-20-abendrot-ueber-dem-wasser.jpg	region/kruepelsee	image/jpeg	Abendrot über dem Wasser des Krüpelsees bei Senzig	280271
1485	/uploads/site-51/region/kruepelsee/kruepelsee-senzig-18-sonnenuntergang-ueber-dem-see.jpg	region/kruepelsee	image/jpeg	Abendrot über dem Krüpelsee bei Senzig	474579
1484	/uploads/site-51/region/kruepelsee/kruepelsee-11-schilf-im-abendrot-panorama.jpg	region/kruepelsee	image/jpeg	Schilfgürtel am Krüpelsee im Abendrot, Panorama	194814
1483	/uploads/site-51/region/kruepelsee/kruepelsee-10-mond-ueber-verschneitem-steg.jpg	region/kruepelsee	image/jpeg	Mond über dem verschneiten Steg am Krüpelsee	253075
1482	/uploads/site-51/region/kruepelsee/kruepelsee-09-winterabend-am-steg.jpg	region/kruepelsee	image/jpeg	Winterabend am Steg – der Krüpelsee im Schnee	192021
1481	/uploads/site-51/region/kruepelsee/kruepelsee-08-winterlicher-see-vogelschwarm.jpg	region/kruepelsee	image/jpeg	Winterlicher Krüpelsee mit Vogelschwarm über dem verschneiten Ufer	144163
1480	/uploads/site-51/region/kruepelsee/kruepelsee-07-morgennebel-ueber-dem-wasser.jpg	region/kruepelsee	image/jpeg	Morgennebel über dem Krüpelsee	133121
1479	/uploads/site-51/region/kruepelsee/kruepelsee-06-uferwiese-unter-der-weide.jpg	region/kruepelsee	image/jpeg	Uferwiese unter der Trauerweide mit Blick auf Stege und Wasser	649979
1478	/uploads/site-51/region/kruepelsee/kruepelsee-05-sonnenuntergang-ueber-dem-see.jpg	region/kruepelsee	image/jpeg	Sonnenuntergang über dem Krüpelsee im Dahme-Seenland	272905
1477	/uploads/site-51/region/kruepelsee/kruepelsee-04-schwaene-im-morgennebel.jpg	region/kruepelsee	image/jpeg	Zwei Schwäne im Morgennebel auf dem Krüpelsee	135415
1476	/uploads/site-51/region/kruepelsee/kruepelsee-03-steg-im-morgennebel.jpg	region/kruepelsee	image/jpeg	Steg im Morgennebel auf dem Krüpelsee	158247
1475	/uploads/site-51/region/kruepelsee/kruepelsee-02-abenddaemmerung-am-wasser.jpg	region/kruepelsee	image/jpeg	Abenddämmerung am Krüpelsee bei Zernsdorf	165649
1474	/uploads/site-51/region/kruepelsee/kruepelsee-01-sonnenaufgang-lichtreflexion.jpg	region/kruepelsee	image/jpeg	Sonnenaufgang über dem Krüpelsee, Lichtreflexion auf dem Wasser	286876
1473	/uploads/site-51/villa-am-kruepelsee/aussen/luftaufnahme-villa-am-kruepelsee-stege-hausboot.jpg	villa-am-kruepelsee/aussen	image/jpeg	Luftaufnahme der Villa am Krüpelsee in Zernsdorf mit Stegen, Hausboot und Uferwiese	377670
1472	/uploads/site-51/villa-am-kruepelsee/aussen/karl-marx-strasse-011-sonnenuntergang.jpg	villa-am-kruepelsee/aussen	image/jpeg	Sonnenuntergang über dem Krüpelsee vom Ufergrundstück der Villa	185667
1471	/uploads/site-51/villa-am-kruepelsee/aussen/karl-marx-strasse-010-holzpavillon.jpg	villa-am-kruepelsee/aussen	image/jpeg	Überdachter Holzpavillon im Garten der Villa am Krüpelsee	370010
1470	/uploads/site-51/villa-am-kruepelsee/aussen/karl-marx-strasse-006-villa-gartenseite.jpg	villa-am-kruepelsee/aussen	image/jpeg	Altbauvilla am Krüpelsee, Gartenseite mit Terrasse und Trauerweide	728236
1469	/uploads/site-51/villa-am-kruepelsee/aussen/karl-marx-strasse-003-panorama-hochformat.jpg	villa-am-kruepelsee/aussen	image/jpeg	Vertikales Panorama von Villa, Garten und Krüpelsee in Zernsdorf	562897
1468	/uploads/site-51/villa-am-kruepelsee/aussen/karl-marx-strasse-001-regenbogen.jpg	villa-am-kruepelsee/aussen	image/jpeg	Doppelter Regenbogen über dem Krüpelsee, vom Ufer der Villa in Zernsdorf	307923
1467	/uploads/site-51/villa-am-kruepelsee/aussen/hauptbild-villa-am-kruepelsee-steg-hausboot.jpg	villa-am-kruepelsee/aussen	image/jpeg	Villa am Krüpelsee in Zernsdorf vom privaten Steg aus, Hausboot am Ufer im Abendlicht	597668
1466	/uploads/site-51/villa-am-kruepelsee/aussen/03-terrasse-am-wasser.jpg	villa-am-kruepelsee/aussen	image/jpeg	Holzterrasse am Wasser mit Blick auf Steg und Krüpelsee	782623
1465	/uploads/site-51/villa-am-kruepelsee/aussen/01-titelbild-villa-vom-steg.jpg	villa-am-kruepelsee/aussen	image/jpeg	Holzsteg führt über den Krüpelsee direkt auf die Villa in Zernsdorf zu	605522
1464	/uploads/site-51/video/hermann-website-video-warm-magic-hour-web.mp4	video	video/mp4	Video: Blick vom Wasser auf Villa und Gästehaus am Großen Zug, Niederlehme	8341374
1463	/uploads/site-51/villa-fontanestrasse/reserve-staging/kablow-wohnzimmer-holzvertaefelung-panoramafenster.jpg	villa-fontanestrasse/reserve-staging	image/jpeg	Wohnzimmer mit Holzvertäfelung, Panoramafenster zum Garten, Sofa und Couchtisch	183169
1462	/uploads/site-51/villa-fontanestrasse/reserve-staging/kablow-schlafzimmer-2-doppelbett-blick-ins-gruene.jpg	villa-fontanestrasse/reserve-staging	image/jpeg	Schlafzimmer 2 mit Doppelbett und Blick ins Grüne	133185
1461	/uploads/site-51/villa-fontanestrasse/reserve-staging/kablow-schlafzimmer-1-doppelbett-dielenboden.jpg	villa-fontanestrasse/reserve-staging	image/jpeg	Schlafzimmer 1 mit Doppelbett, Dielenboden und Fenster zum Garten	143217
1460	/uploads/site-51/villa-fontanestrasse/reserve-staging/kablow-holzstuehle-sandufer-sonnenuntergang.jpg	villa-fontanestrasse/reserve-staging	image/jpeg	Holzstühle und Tisch am sandigen Seeufer bei Sonnenuntergang, Krüpelsee	264611
1459	/uploads/site-51/villa-fontanestrasse/reserve-staging/kablow-eingangsflur-fischgraetparkett-sitzbank.jpg	villa-fontanestrasse/reserve-staging	image/jpeg	Eingangsflur mit Fischgrätparkett, Sitzbank und Glastür zum Garten	117123
1458	/uploads/site-51/villa-fontanestrasse/reserve-staging/kablow-dachzimmer-balken-sofa-dachterrasse.jpg	villa-fontanestrasse/reserve-staging	image/jpeg	Zimmer unter dem Dach mit Balken, Sofa und Fenstern zur Dachterrasse	168695
1457	/uploads/site-51/villa-fontanestrasse/reserve-staging/kablow-dachterrasse-tisch-sessel-seeblick.jpg	villa-fontanestrasse/reserve-staging	image/jpeg	Dachterrasse mit rundem Tisch und zwei Sesseln, Blick über Bäume zum Krüpelsee	318802
1456	/uploads/site-51/villa-am-kruepelsee/reserve/karl-marx-strasse-007-saunahaus-wintergarten.jpg	villa-am-kruepelsee/reserve	image/jpeg	Saunahaus und Wintergarten unter der großen Trauerweide am Krüpelsee	590462
1455	/uploads/site-51/villa-am-kruepelsee/reserve/karl-marx-strasse-005-saunahaus-innen.jpg	villa-am-kruepelsee/reserve	image/jpeg	Saunahaus von innen: Glassauna mit Holzverkleidung und Ruhesessel	316668
1454	/uploads/site-51/villa-am-kruepelsee/reserve/karl-marx-strasse-002-salzwasserpool-sommer.jpg	villa-am-kruepelsee/reserve	image/jpeg	Salzwasserpool im Sommer, dahinter Garten und Altbauvilla am Krüpelsee	578756
1453	/uploads/site-51/villa-am-kruepelsee/reserve/02-salzwasserpool-gartenansicht.jpg	villa-am-kruepelsee/reserve	image/jpeg	Beheizter Salzwasserpool mit Holzdeck im Garten der Villa am Krüpelsee	619634
1452	/uploads/site-51/galeriehaus/gaestehaus/gaestehaus-wohnbereich-schlafsofa-sessel-parkett.jpg	galeriehaus/gaestehaus	image/jpeg	Wohnbereich des Gästehauses mit Schlafsofa, zwei Sesseln und Stehleuchte auf Parkett	125025
1451	/uploads/site-51/galeriehaus/gaestehaus/gaestehaus-wohn-schlafraum-doppelbett-schlafsofa.jpg	galeriehaus/gaestehaus	image/jpeg	Wohn- und Schlafraum des Gästehauses: Doppelbett, Schlafsofa, Sessel, Parkett, Terrassentür in den Garten	128948
1450	/uploads/site-51/galeriehaus/gaestehaus/gaestehaus-terrasse-bistrotisch-grosser-zug.jpg	galeriehaus/gaestehaus	image/jpeg	Kleine Terrasse des Gästehauses mit Bistrotisch und Stühlen, Blick durch Bäume auf den Großen Zug	295504
1449	/uploads/site-51/galeriehaus/gaestehaus/gaestehaus-kuechenzeile-fenster-weisse-fronten.jpg	galeriehaus/gaestehaus	image/jpeg	Küchenzeile des Gästehauses mit Fenster und weißen Fronten	93240
1448	/uploads/site-51/galeriehaus/gaestehaus/gaestehaus-doppelbett.jpg	galeriehaus/gaestehaus	image/jpeg	Doppelbett im Gästehaus am Großen Zug	86575
1447	/uploads/site-51/galeriehaus/gaestehaus/gaestehaus-bad-waschtisch-wc-handtuchheizkoerper.jpg	galeriehaus/gaestehaus	image/jpeg	Bad des Gästehauses mit Waschtisch, WC und Handtuchheizkörper, beige Fliesen	328233
1446	/uploads/site-51/galeriehaus/gaestehaus/23-grundriss-gaestehaus.jpg	galeriehaus/gaestehaus	image/jpeg	Grundriss des Gästehauses am Großen Zug, ca. 57 m²	103806
1445	/uploads/site-51/galeriehaus/gaestehaus/17-gaestehaus-aussenansicht-terrasse.jpg	galeriehaus/gaestehaus	image/jpeg	Gästehaus am Großen Zug in Niederlehme, Außenansicht mit Terrasse	603143
1444	/uploads/site-51/galeriehaus/gaestehaus/12-gaestehaus-ausblick-grosser-zug.jpg	galeriehaus/gaestehaus	image/jpeg	Ausblick aus dem Gästehaus auf den Großen Zug	362019
1443	/uploads/site-51/galeriehaus/gaestehaus/07-gaestehaus-bodengleiche-dusche.jpg	galeriehaus/gaestehaus	image/jpeg	Bodengleiche Dusche im barrierefreien Bad des Gästehauses	212300
1442	/uploads/site-51/galeriehaus/gaestehaus/06-gaestehaus-badezimmer.jpg	galeriehaus/gaestehaus	image/jpeg	Badezimmer des Gästehauses am Großen Zug	165505
1441	/uploads/site-51/galeriehaus/gaestehaus/05-gaestehaus-kuechenzeile.jpg	galeriehaus/gaestehaus	image/jpeg	Küchenzeile im Gästehaus am Großen Zug	150437
1440	/uploads/site-51/galeriehaus/gaestehaus/04-gaestehaus-schlafbereich.jpg	galeriehaus/gaestehaus	image/jpeg	Schlafbereich im Gästehaus am Großen Zug	134155
1439	/uploads/site-51/galeriehaus/gaestehaus/03-gaestehaus-wohnbereich-mit-terrassenzugang.jpg	galeriehaus/gaestehaus	image/jpeg	Wohnbereich des Gästehauses mit Zugang zur Terrasse	184255
1438	/uploads/site-51/galeriehaus/gaestehaus/02-gaestehaus-wohn-und-schlafbereich.jpg	galeriehaus/gaestehaus	image/jpeg	Wohn- und Schlafbereich des Gästehauses mit Parkettboden	201049
1437	/uploads/site-51/galeriehaus/gaestehaus/01-gaestehaus-terrasse-mit-seeblick.jpg	galeriehaus/gaestehaus	image/jpeg	Terrasse des Gästehauses mit Blick auf den Großen Zug	430714
1436	/uploads/site-51/villa-fontanestrasse/aussen/kablow-wildwiese-unter-kiefern-und-birken.jpg	villa-fontanestrasse/aussen	image/jpeg	Wildwiese unter Kiefern und Birken	458254
1435	/uploads/site-51/villa-fontanestrasse/aussen/kablow-steg-im-schilf-abenddaemmerung.jpg	villa-fontanestrasse/aussen	image/jpeg	Steg im Schilf bei Abenddämmerung am Krüpelsee	322403
1434	/uploads/site-51/villa-fontanestrasse/aussen/kablow-sonnenuntergang-kruepelsee-schilf.jpg	villa-fontanestrasse/aussen	image/jpeg	Sonnenuntergang über dem Krüpelsee mit Schilf und Steg-Silhouette, Kablow	275965
1433	/uploads/site-51/villa-fontanestrasse/aussen/kablow-seepanorama-sonnenuntergang.jpg	villa-fontanestrasse/aussen	image/jpeg	Seepanorama bei Sonnenuntergang am Krüpelsee, Kablow	169259
1432	/uploads/site-51/villa-fontanestrasse/aussen/kablow-schilf-straeucher-naturufer.jpg	villa-fontanestrasse/aussen	image/jpeg	Schilf und Sträucher am naturbelassenen Ufer des Krüpelsees	538136
1431	/uploads/site-51/villa-fontanestrasse/aussen/kablow-naturwiese-birken-kiefern-hochformat.jpg	villa-fontanestrasse/aussen	image/jpeg	Naturbelassene Wiese mit Birken und Kiefern, Blick zum Wasser	425011
1430	/uploads/site-51/villa-fontanestrasse/aussen/kablow-naturweg-wildwiese-zum-see-hochformat.jpg	villa-fontanestrasse/aussen	image/jpeg	Naturbelassener Weg durch die Wildwiese zum See	569991
1429	/uploads/site-51/villa-fontanestrasse/aussen/kablow-garten-baumbestand-seeblick-abenddaemmerung.jpg	villa-fontanestrasse/aussen	image/jpeg	Garten mit altem Baumbestand und Seeblick in der Abenddämmerung	494485
1428	/uploads/site-51/villa-fontanestrasse/aussen/kablow-garten-alter-baumbestand-abendlicht.jpg	villa-fontanestrasse/aussen	image/jpeg	Garten mit altem Baumbestand im Abendlicht, Blick zum Krüpelsee	397807
1427	/uploads/site-51/brand/og-default.jpg	brand	image/jpeg	Villa am Krüpelsee in Zernsdorf vom Steg aus, Hausboot am Ufer im Abendlicht	269724
1426	/uploads/site-51/brand/logo-512.png	brand	image/png	Ferien am See – Logo	15470
1425	/uploads/site-51/brand/favicon.svg	brand	image/svg+xml	Ferien am See – Bildmarke	492
1424	/uploads/site-51/brand/favicon-180.png	brand	image/png	Ferien am See – Bildmarke	6339
1423	/uploads/site-51/villa-fontanestrasse/innen/kablow-kueche-kochfeld-insel-dunstabzug-seeblick.jpg	villa-fontanestrasse/innen	image/jpeg	Küche mit Kochfeld auf der Insel, Dunstabzug und Fenster mit Seeblick	185119
1422	/uploads/site-51/villa-fontanestrasse/innen/kablow-kueche-essbereich-gartenblick.jpg	villa-fontanestrasse/innen	image/jpeg	Küche mit Essbereich und Blick in den Garten	143235
1421	/uploads/site-51/villa-fontanestrasse/innen/kablow-einbaukueche-kochinsel-natursteinarbeitsplatte.jpg	villa-fontanestrasse/innen	image/jpeg	Einbauküche mit Kochinsel und Natursteinarbeitsplatte, Fenster zum Garten	193790
1420	/uploads/site-51/villa-fontanestrasse/innen/kablow-badewanne-fenster-blick-richtung-see.jpg	villa-fontanestrasse/innen	image/jpeg	Badewanne mit Fenster und Blick Richtung See	138125
1419	/uploads/site-51/villa-fontanestrasse/innen/kablow-bad-waschtisch-badewanne-holzbalken.jpg	villa-fontanestrasse/innen	image/jpeg	Bad mit Waschtisch, Badewanne und Holzbalken	170979
1418	/uploads/site-51/villa-fontanestrasse/innen/kablow-bad-dusche-wand-wc-graue-fliesen-holzbalken.jpg	villa-fontanestrasse/innen	image/jpeg	Bad mit Dusche, Wand-WC, grauen Fliesen und sichtbarem Holzbalken	193166
1417	/uploads/site-51/villa-fontanestrasse/innen/kablow-bad-bodengleiche-dusche-badewanne-graue-fliesen.jpg	villa-fontanestrasse/innen	image/jpeg	Bad mit bodengleicher Dusche, Badewanne und grauen Fliesen	189072
1416	/uploads/site-51/villa-fontanestrasse/innen/kablow-bad-badewanne-dachschraege-holzbalken.jpg	villa-fontanestrasse/innen	image/jpeg	Bad mit Badewanne unter der Dachschräge, Holzbalken und Fenster	153297
