1445	/uploads/site-51/galeriehaus/gaestehaus/17-gaestehaus-aussenansicht-terrasse.jpg	1920x1440	Gästehaus am Großen Zug in Niederlehme, Außenansicht mit Terrasse	Hero Gästehaus, Kartenbild
1446	/uploads/site-51/galeriehaus/gaestehaus/23-grundriss-gaestehaus.jpg	856x1808	Grundriss des Gästehauses am Großen Zug, ca. 57 m²	Grundriss
1447	/uploads/site-51/galeriehaus/gaestehaus/gaestehaus-bad-waschtisch-wc-handtuchheizkoerper.jpg	2000x1500	Bad des Gästehauses mit Waschtisch, WC und Handtuchheizkörper, beige Fliesen	Gästehaus-Seite (Booking-Foto)
1448	/uploads/site-51/galeriehaus/gaestehaus/gaestehaus-doppelbett.jpg	922x1313	Doppelbett im Gästehaus am Großen Zug	Hochformat (Booking-Foto)
1449	/uploads/site-51/galeriehaus/gaestehaus/gaestehaus-kuechenzeile-fenster-weisse-fronten.jpg	922x1373	Küchenzeile des Gästehauses mit Fenster und weißen Fronten	Hochformat (Booking-Foto)
1450	/uploads/site-51/galeriehaus/gaestehaus/gaestehaus-terrasse-bistrotisch-grosser-zug.jpg	853x1397	Kleine Terrasse des Gästehauses mit Bistrotisch und Stühlen, Blick durch Bäume auf den Großen Zug	Hochformat-Kachel (Booking-Foto)
1451	/uploads/site-51/galeriehaus/gaestehaus/gaestehaus-wohn-schlafraum-doppelbett-schlafsofa.jpg	1460x922	Wohn- und Schlafraum des Gästehauses: Doppelbett, Schlafsofa, Sessel, Parkett, Terrassentür in den Garten	Innenraum-Leitbild Gästehaus (Booking-Foto)
1452	/uploads/site-51/galeriehaus/gaestehaus/gaestehaus-wohnbereich-schlafsofa-sessel-parkett.jpg	1617x844	Wohnbereich des Gästehauses mit Schlafsofa, zwei Sesseln und Stehleuchte auf Parkett	Breiter Streifen (Booking-Foto)
1474	/uploads/site-51/region/kruepelsee/kruepelsee-01-sonnenaufgang-lichtreflexion.jpg	1600x1200	Sonnenaufgang über dem Krüpelsee, Lichtreflexion auf dem Wasser	Region, Jahreszeiten, Startseite
1475	/uploads/site-51/region/kruepelsee/kruepelsee-02-abenddaemmerung-am-wasser.jpg	1600x1200	Abenddämmerung am Krüpelsee bei Zernsdorf	Region, Startseite
1476	/uploads/site-51/region/kruepelsee/kruepelsee-03-steg-im-morgennebel.jpg	1600x1200	Steg im Morgennebel auf dem Krüpelsee	Region, Startseite (Der Tag am See)
1477	/uploads/site-51/region/kruepelsee/kruepelsee-04-schwaene-im-morgennebel.jpg	1600x1200	Zwei Schwäne im Morgennebel auf dem Krüpelsee	Region
1478	/uploads/site-51/region/kruepelsee/kruepelsee-05-sonnenuntergang-ueber-dem-see.jpg	1600x1200	Sonnenuntergang über dem Krüpelsee im Dahme-Seenland	Region, Startseite
1479	/uploads/site-51/region/kruepelsee/kruepelsee-06-uferwiese-unter-der-weide.jpg	1600x1200	Uferwiese unter der Trauerweide mit Blick auf Stege und Wasser	Region, Villa
1480	/uploads/site-51/region/kruepelsee/kruepelsee-07-morgennebel-ueber-dem-wasser.jpg	1600x1200	Morgennebel über dem Krüpelsee	Region
1481	/uploads/site-51/region/kruepelsee/kruepelsee-08-winterlicher-see-vogelschwarm.jpg	1600x1200	Winterlicher Krüpelsee mit Vogelschwarm über dem verschneiten Ufer	Jahreszeiten Winter
1482	/uploads/site-51/region/kruepelsee/kruepelsee-09-winterabend-am-steg.jpg	1200x1600	Winterabend am Steg – der Krüpelsee im Schnee	Jahreszeiten Winter (Hochformat)
1483	/uploads/site-51/region/kruepelsee/kruepelsee-10-mond-ueber-verschneitem-steg.jpg	1200x1600	Mond über dem verschneiten Steg am Krüpelsee	Winter (Hochformat)
1484	/uploads/site-51/region/kruepelsee/kruepelsee-11-schilf-im-abendrot-panorama.jpg	1600x736	Schilfgürtel am Krüpelsee im Abendrot, Panorama	Abschnittstrenner
1485	/uploads/site-51/region/kruepelsee/kruepelsee-senzig-18-sonnenuntergang-ueber-dem-see.jpg	1600x1200	Abendrot über dem Krüpelsee bei Senzig	Region (neutrale Bildunterschrift)
1486	/uploads/site-51/region/kruepelsee/kruepelsee-senzig-20-abendrot-ueber-dem-wasser.jpg	1600x1200	Abendrot über dem Wasser des Krüpelsees bei Senzig	Region (neutrale Bildunterschrift)
1487	/uploads/site-51/region/kruepelsee/kruepelsee-senzig-21-sonnenuntergang-steg-silhouette.jpg	1600x1200	Sonnenuntergang über dem Krüpelsee mit Steg-Silhouette bei Senzig	Region (neutrale Bildunterschrift)
1464	/uploads/site-51/video/hermann-website-video-warm-magic-hour-web.mp4	NonexNone	Magic-Hour-Video am Großen Zug	Hero-Video (vor Nutzung sichten)
1465	/uploads/site-51/villa-am-kruepelsee/aussen/01-titelbild-villa-vom-steg.jpg	1600x1200	Holzsteg führt über den Krüpelsee direkt auf die Villa in Zernsdorf zu	Hero Maisonette / Villa
1466	/uploads/site-51/villa-am-kruepelsee/aussen/03-terrasse-am-wasser.jpg	1600x1200	Holzterrasse am Wasser mit Blick auf Steg und Krüpelsee	Maisonette, Apartment, Villa
1467	/uploads/site-51/villa-am-kruepelsee/aussen/hauptbild-villa-am-kruepelsee-steg-hausboot.jpg	1600x1200	Villa am Krüpelsee in Zernsdorf vom privaten Steg aus, Hausboot am Ufer im Abendlicht	Startseite Hero-Poster, OG-Standardbild
1468	/uploads/site-51/villa-am-kruepelsee/aussen/karl-marx-strasse-001-regenbogen.jpg	1920x1440	Doppelter Regenbogen über dem Krüpelsee, vom Ufer der Villa in Zernsdorf	Villa, Krüpelsee
1469	/uploads/site-51/villa-am-kruepelsee/aussen/karl-marx-strasse-003-panorama-hochformat.jpg	1125x2000	Vertikales Panorama von Villa, Garten und Krüpelsee in Zernsdorf	Hochformat-Kachel
1470	/uploads/site-51/villa-am-kruepelsee/aussen/karl-marx-strasse-006-villa-gartenseite.jpg	1920x1282	Altbauvilla am Krüpelsee, Gartenseite mit Terrasse und Trauerweide	Kartenbild Villa / Maisonette
1471	/uploads/site-51/villa-am-kruepelsee/aussen/karl-marx-strasse-010-holzpavillon.jpg	1216x933	Überdachter Holzpavillon im Garten der Villa am Krüpelsee	Villa
1472	/uploads/site-51/villa-am-kruepelsee/aussen/karl-marx-strasse-011-sonnenuntergang.jpg	1076x934	Sonnenuntergang über dem Krüpelsee vom Ufergrundstück der Villa	Villa, Startseite
1473	/uploads/site-51/villa-am-kruepelsee/aussen/luftaufnahme-villa-am-kruepelsee-stege-hausboot.jpg	1672x941	Luftaufnahme der Villa am Krüpelsee in Zernsdorf mit Stegen, Hausboot und Uferwiese	Hero Villa-Seite, Startseite
1488	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/04-wohnbereich-mit-seeblick.jpg	1448x1086	Wohn- und Essbereich mit Fensterfront zum Krüpelsee, langer Holztisch und Backsteinpfeiler	Villa-Innenraum, Zuordnung Maisonette/Apartment offen – nicht verwenden
1489	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/05-wohnzimmer-panoramafenster-zum-see.jpg	1448x1086	Wohnzimmer mit bodentiefem Panoramafenster zum Krüpelsee	Villa-Innenraum, Zuordnung offen – nicht verwenden
1490	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/06-wintergarten-mit-esstisch.jpg	1448x1086	Wintergarten mit massivem Esstisch und Lederstühlen, Blick auf Uferwiese und Steg	Villa-Innenraum, Zuordnung offen – nicht verwenden
1491	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/07-essbereich-mit-backsteinbogen.jpg	1600x1200	Essbereich mit Backsteinbogen zur Küche und Industrieleuchten	Villa-Innenraum, Zuordnung offen – nicht verwenden
1492	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/08-esszimmer-im-erker.jpg	1600x1200	Esszimmer im Erker mit Eichentisch, Treibholz-Raumteiler und Wendeltreppe	Villa-Innenraum, Zuordnung offen – nicht verwenden
1493	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/09-erker-sitzbank-am-fenster.jpg	1600x1200	Gepolsterte Sitzbank im Erker mit Messingleuchte und Fensterfront zum Garten	Villa-Innenraum, Zuordnung offen – nicht verwenden
1494	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/10-kueche-mit-wendeltreppe.jpg	1600x1200	Küche mit hölzerner Wendeltreppe, Landhausfronten und Balkendecke	Villa-Innenraum, Zuordnung offen – nicht verwenden
1495	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/11-wohnzimmer-mit-kaminofen.jpg	1600x1200	Wohnzimmer mit gekacheltem Kaminofen, Holzbalkendecke und Terrakottaboden	Villa-Innenraum, Zuordnung offen – nicht verwenden
1496	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/12-kaminecke-mit-sitzbank.jpg	1600x1200	Kaminecke mit gemauerter Sitzbank neben dem gekachelten Kaminofen	Villa-Innenraum, Zuordnung offen – nicht verwenden
1497	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/karl-marx-strasse-004-arbeitsplatz-seeblick.jpg	1920x1080	Arbeitsplatz am Panoramafenster mit Blick auf den Krüpelsee	Villa-Innenraum, Zuordnung offen – nicht verwenden
1498	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/karl-marx-strasse-008-blick-uferwiese-steg.jpg	1307x937	Blick aus dem Wohnbereich über die Uferwiese auf Steg und Krüpelsee	Villa-Innenraum, Zuordnung offen – nicht verwenden
1499	/uploads/site-51/villa-am-kruepelsee/innen-unzugeordnet/karl-marx-strasse-009-wintergarten-blick-steg.jpg	1125x603	Wintergarten mit Esstisch und Industrieleuchten, Blick über die Terrasse auf Steg und Krüpelsee	Villa-Innenraum, Zuordnung offen – nicht verwenden
1453	/uploads/site-51/villa-am-kruepelsee/reserve/02-salzwasserpool-gartenansicht.jpg	1600x1200	Beheizter Salzwasserpool mit Holzdeck im Garten der Villa am Krüpelsee	NUR verwenden, wenn Poolnutzung durch Gäste bestätigt ist
1454	/uploads/site-51/villa-am-kruepelsee/reserve/karl-marx-strasse-002-salzwasserpool-sommer.jpg	1920x1440	Salzwasserpool im Sommer, dahinter Garten und Altbauvilla am Krüpelsee	NUR verwenden, wenn Poolnutzung durch Gäste bestätigt ist
1455	/uploads/site-51/villa-am-kruepelsee/reserve/karl-marx-strasse-005-saunahaus-innen.jpg	1920x1282	Saunahaus von innen: Glassauna mit Holzverkleidung und Ruhesessel	NUR verwenden, wenn Saunanutzung durch Gäste bestätigt ist
1456	/uploads/site-51/villa-am-kruepelsee/reserve/karl-marx-strasse-007-saunahaus-wintergarten.jpg	1920x1282	Saunahaus und Wintergarten unter der großen Trauerweide am Krüpelsee	NUR verwenden, wenn Saunanutzung durch Gäste bestätigt ist
1428	/uploads/site-51/villa-fontanestrasse/aussen/kablow-garten-alter-baumbestand-abendlicht.jpg	1600x900	Garten mit altem Baumbestand im Abendlicht, Blick zum Krüpelsee	Hero Ferienhaus Kablow (Booking-Foto, echt)
1429	/uploads/site-51/villa-fontanestrasse/aussen/kablow-garten-baumbestand-seeblick-abenddaemmerung.jpg	1600x900	Garten mit altem Baumbestand und Seeblick in der Abenddämmerung	Draußen-Abschnitt
1430	/uploads/site-51/villa-fontanestrasse/aussen/kablow-naturweg-wildwiese-zum-see-hochformat.jpg	1086x1448	Naturbelassener Weg durch die Wildwiese zum See	Hochformat-Kachel
1431	/uploads/site-51/villa-fontanestrasse/aussen/kablow-naturwiese-birken-kiefern-hochformat.jpg	1086x1448	Naturbelassene Wiese mit Birken und Kiefern, Blick zum Wasser	Hochformat (Booking-Foto, echt)
1432	/uploads/site-51/villa-fontanestrasse/aussen/kablow-schilf-straeucher-naturufer.jpg	1600x900	Schilf und Sträucher am naturbelassenen Ufer	Natur/Biotop-Abschnitt
1433	/uploads/site-51/villa-fontanestrasse/aussen/kablow-seepanorama-sonnenuntergang.jpg	1600x1200	Seepanorama bei Sonnenuntergang am Krüpelsee, Kablow	Hero-Kandidat C, Region
1434	/uploads/site-51/villa-fontanestrasse/aussen/kablow-sonnenuntergang-kruepelsee-schilf.jpg	1600x900	Sonnenuntergang über dem Krüpelsee mit Schilf und Steg-Silhouette, Kablow	Hero-Kandidat Ferienhaus Kablow (Booking-Foto, echt)
1435	/uploads/site-51/villa-fontanestrasse/aussen/kablow-steg-im-schilf-abenddaemmerung.jpg	1600x900	Steg im Schilf bei Abenddämmerung am Krüpelsee	Nur als Seestimmung, nie mit „eigener Steg"
1436	/uploads/site-51/villa-fontanestrasse/aussen/kablow-wildwiese-unter-kiefern-und-birken.jpg	1600x900	Wildwiese unter Kiefern und Birken	Natur/Biotop-Abschnitt
1416	/uploads/site-51/villa-fontanestrasse/innen/kablow-bad-badewanne-dachschraege-holzbalken.jpg	1600x900	Bad mit Badewanne unter der Dachschräge, Holzbalken und Fenster	Bäder-Abschnitt (Booking-Foto, echt)
1417	/uploads/site-51/villa-fontanestrasse/innen/kablow-bad-bodengleiche-dusche-badewanne-graue-fliesen.jpg	1600x900	Bad mit bodengleicher Dusche, Badewanne und grauen Fliesen	Bäder-Abschnitt
1418	/uploads/site-51/villa-fontanestrasse/innen/kablow-bad-dusche-wand-wc-graue-fliesen-holzbalken.jpg	1600x900	Bad mit Dusche, Wand-WC, grauen Fliesen und sichtbarem Holzbalken	Bäder-Abschnitt (Booking-Foto, echt)
1419	/uploads/site-51/villa-fontanestrasse/innen/kablow-bad-waschtisch-badewanne-holzbalken.jpg	1600x900	Bad mit Waschtisch, Badewanne und Holzbalken	Bäder-Abschnitt
1420	/uploads/site-51/villa-fontanestrasse/innen/kablow-badewanne-fenster-blick-richtung-see.jpg	1600x900	Badewanne mit Fenster und Blick Richtung See	Bäder-Abschnitt
1421	/uploads/site-51/villa-fontanestrasse/innen/kablow-einbaukueche-kochinsel-natursteinarbeitsplatte.jpg	1600x900	Einbauküche mit Kochinsel und Natursteinarbeitsplatte, Fenster zum Garten	Küche-Abschnitt (Booking-Foto, echt)
1422	/uploads/site-51/villa-fontanestrasse/innen/kablow-kueche-essbereich-gartenblick.jpg	1600x900	Küche mit Essbereich und Blick in den Garten	Küche-Abschnitt
1423	/uploads/site-51/villa-fontanestrasse/innen/kablow-kueche-kochfeld-insel-dunstabzug-seeblick.jpg	1600x900	Küche mit Kochfeld auf der Insel, Dunstabzug und Fenster mit Seeblick	Küche-Abschnitt (Booking-Foto, echt)
1457	/uploads/site-51/villa-fontanestrasse/reserve-staging/kablow-dachterrasse-tisch-sessel-seeblick.jpg	1600x900	Dachterrasse mit rundem Tisch und zwei Sesseln, Blick über Bäume zum Krüpelsee	NICHT verwenden – digital möbliert (vermutet), Bestätigung des Eigentümers nötig
1458	/uploads/site-51/villa-fontanestrasse/reserve-staging/kablow-dachzimmer-balken-sofa-dachterrasse.jpg	1600x900	Zimmer unter dem Dach mit Balken, Sofa und Fenstern zur Dachterrasse	NICHT verwenden – digital möbliert (vermutet)
1459	/uploads/site-51/villa-fontanestrasse/reserve-staging/kablow-eingangsflur-fischgraetparkett-sitzbank.jpg	1600x900	Eingangsflur mit Fischgrätparkett, Sitzbank und Glastür zum Garten	NICHT verwenden – digital möbliert (vermutet)
1460	/uploads/site-51/villa-fontanestrasse/reserve-staging/kablow-holzstuehle-sandufer-sonnenuntergang.jpg	1600x900	Holzstühle und Tisch am sandigen Seeufer bei Sonnenuntergang, Krüpelsee	NICHT verwenden – möglicherweise Visualisierung, Ufernutzung nicht bestätigt
1461	/uploads/site-51/villa-fontanestrasse/reserve-staging/kablow-schlafzimmer-1-doppelbett-dielenboden.jpg	1600x900	Schlafzimmer 1 mit Doppelbett, Dielenboden und Fenster zum Garten	NICHT verwenden – digital möbliert (vermutet)
1462	/uploads/site-51/villa-fontanestrasse/reserve-staging/kablow-schlafzimmer-2-doppelbett-blick-ins-gruene.jpg	1600x900	Schlafzimmer 2 mit Doppelbett und Blick ins Grüne	NICHT verwenden – digital möbliert (vermutet)
1463	/uploads/site-51/villa-fontanestrasse/reserve-staging/kablow-wohnzimmer-holzvertaefelung-panoramafenster.jpg	1600x900	Wohnzimmer mit Holzvertäfelung, Panoramafenster zum Garten, Sofa und Couchtisch	NICHT verwenden – digital möbliert (vermutet)
